Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Status
AA,06/22/2024,774,N8031M,CLT,05:15,05:09,-6
AA,06/23/2022,2591,N753US,CLT,12:57,12:55,-2
AA,06/23/2023,364,N713UW,CLT,14:39,14:52,13
AA,06/23/2023,774,N828AW,CLT,05:20,05:23,3
AA,06/23/2023,884,N655AW,DFW,16:37,17:36,59
AA,06/23/2023,1402,N124US,CLT,18:02,18:43,41
AA,06/23/2023,2988,N9026C,CLT,06:50,06:45,-5
AA,06/23/2024,569,N680AW,DFW,16:33,16:55,22
AA,06/23/2024,774,N809AW,CLT,05:15,05:14,-1
AA,06/24/2022,2591,N771XF,CLT,12:57,13:11,14
AA,06/24/2023,364,N128UW,CLT,14:39,14:53,14
AA,06/24/2023,774,N768US,CLT,05:20,06:04,44
AA,06/24/2023,884,N664AW,DFW,16:35,16:57,22
AA,06/24/2023,2988,N9021H,CLT,06:50,06:42,-8
AA,06/24/2024,569,N654AW,DFW,16:33,18:35,122
AA,06/24/2024,774,N831AW,CLT,05:15,05:17,2
AA,06/25/2022,764,N771XF,CLT,14:22,14:19,-3
AA,06/25/2023,364,N126UW,CLT,14:39,15:00,21
AA,06/25/2023,774,N714US,CLT,05:20,08:39,199
AA,06/25/2023,884,N110UW,DFW,16:37,17:16,39
AA,06/25/2023,1402,N103US,CLT,18:02,19:14,72
AA,06/25/2023,2988,N12028,CLT,06:50,06:59,9
AA,06/25/2024,569,N680AW,DFW,16:33,17:23,50
AA,06/25/2024,774,N732US,CLT,05:15,05:07,-8
AA,06/26/2022,2591,N702UW,CLT,12:57,13:12,15
AA,06/26/2023,364,N818AW,CLT,14:39,14:40,1
AA,06/26/2023,774,N770UW,CLT,05:20,06:33,73
AA,06/26/2023,884,N660AW,DFW,16:37,16:46,9
AA,06/26/2023,1402,N9011P,CLT,18:02,18:09,7
AA,06/26/2023,2988,N8030F,CLT,06:50,08:45,115
AA,06/26/2024,569,N110UW,DFW,16:33,20:58,265
AA,06/26/2024,774,N703UW,CLT,05:15,05:07,-8
AA,06/27/2022,2591,N722US,CLT,12:57,12:54,-3
AA,06/27/2023,364,N818AW,CLT,13:54,13:58,4
AA,06/27/2023,774,N732US,CLT,05:20,05:16,-4
AA,06/27/2023,884,N659AW,DFW,16:37,18:32,115
AA,06/27/2023,1402,N818AW,CLT,18:02,19:00,58
AA,06/27/2023,2988,N9013A,CLT,06:50,06:44,-6
AA,06/27/2024,569,N112US,DFW,16:33,16:31,-2
AA,06/27/2024,774,N766US,CLT,05:15,07:54,159
AA,06/28/2022,2591,N769US,CLT,12:57,12:54,-3
AA,06/28/2023,364,N744P,CLT,13:54,13:53,-1
AA,06/28/2023,774,N713UW,CLT,05:20,05:11,-9
AA,06/28/2023,884,N659AW,DFW,16:37,16:43,6
AA,06/28/2023,1402,N766US,CLT,18:02,18:01,-1
AA,06/28/2023,2988,N9011P,CLT,06:50,06:39,-11
AA,06/28/2024,569,N649AW,DFW,16:33,16:30,-3
AA,06/28/2024,774,N713UW,CLT,05:15,05:06,-9
AA,06/29/2022,2591,N760US,CLT,12:57,12:52,-5
AA,06/29/2023,364,N732US,CLT,14:39,14:54,15
AA,06/29/2023,774,N744P,CLT,05:20,05:13,-7
AA,06/29/2023,884,N658AW,DFW,16:37,17:24,47
AA,06/29/2023,1402,N9016,CLT,18:02,18:25,23
AA,06/29/2023,2988,N9025B,CLT,06:50,06:39,-11
AA,06/29/2024,569,N458AL,DFW,16:30,16:59,29
AA,06/29/2024,774,N9026C,CLT,05:15,05:03,-12
AA,06/30/2022,2591,N747UW,CLT,12:57,13:02,5
AA,06/30/2023,364,N708UW,CLT,14:39,14:37,-2
AA,06/30/2023,774,N740UW,CLT,05:20,05:14,-6
AA,06/30/2023,884,N125UW,DFW,16:37,16:44,7
AA,06/30/2023,1402,N655AW,CLT,18:02,19:59,117
AA,06/30/2023,2988,N9029F,CLT,06:50,06:40,-10
AA,06/30/2024,569,N662AW,DFW,16:33,16:49,16
AA,06/30/2024,774,N776XF,CLT,05:15,05:12,-3
AA,07-01-2022,2591,N177XF,CLT,12:55,12:55,0
AA,07-01-2023,364,N601AW,CLT,14:39,14:47,8
AA,07-01-2023,774,N708UW,CLT,05:20,07:23,123
AA,07-01-2023,884,N9019F,DFW,16:35,18:01,86
AA,07-01-2023,2988,N8030F,CLT,06:50,07:07,17
AA,07-01-2024,569,N658AW,DFW,16:33,16:39,6
AA,07-01-2024,774,N730US,CLT,05:15,00:00,0
AA,07-02-2022,764,N839AW,CLT,14:30,14:27,-3
AA,07-02-2023,364,N128UW,CLT,14:39,16:09,90
AA,07-02-2023,774,N744P,CLT,05:20,05:13,-7
AA,07-02-2023,884,N104UW,DFW,16:37,17:12,35
AA,07-02-2023,1402,N663AW,CLT,18:02,17:55,-7
AA,07-02-2023,2988,N9011P,CLT,06:50,06:43,-7
AA,07-02-2024,569,N654AW,DFW,16:33,16:55,22
AA,07-02-2024,774,N742PS,CLT,05:15,05:12,-3
AA,07-03-2022,2591,N765US,CLT,12:55,12:49,-6
AA,07-03-2023,364,N765US,CLT,14:39,14:34,-5
AA,07-03-2023,884,N123UW,DFW,16:37,16:32,-5
AA,07-03-2023,1402,N8009T,CLT,18:02,18:13,11
AA,07-03-2023,2988,N8001N,CLT,06:50,06:46,-4
AA,07-03-2024,569,N657AW,DFW,16:33,17:18,45
AA,07-03-2024,774,N747UW,CLT,05:15,05:04,-11
AA,07-04-2022,2591,N733UW,CLT,12:55,12:57,2
AA,07-04-2023,364,N705UW,CLT,14:39,14:35,-4
AA,07-04-2023,884,N125UW,DFW,16:37,17:03,26
AA,07-04-2023,1402,N773XF,CLT,18:32,19:09,37
AA,07-04-2023,2272,N4032T,CLT,11:12,11:12,0
AA,07-04-2024,774,N755US,CLT,05:15,05:06,-9
AA,07-05-2022,764,N828AW,CLT,14:30,15:05,35
AA,07-05-2023,364,N709UW,CLT,14:41,14:41,0
AA,07-05-2023,774,N705UW,CLT,05:00,04:57,-3
AA,07-05-2023,884,N679AW,DFW,16:35,16:37,2
AA,07-05-2023,1402,N8009T,CLT,18:00,22:11,251
AA,07-05-2023,2988,N9025B,CLT,06:00,05:55,-5
AA,07-05-2024,569,N109UW,DFW,16:37,16:43,6
AA,07-05-2024,1227,N662AW,DFW,07:30,07:28,-2
AA,07-06-2022,764,N828AW,CLT,14:30,15:31,61
AA,07-06-2023,364,N705UW,CLT,14:41,14:35,-6
AA,07-06-2023,774,N103US,CLT,05:20,05:20,0
AA,07-06-2023,884,N649AW,DFW,16:35,16:42,7
AA,07-06-2023,1402,N9023N,CLT,18:00,18:25,25
AA,07-06-2023,2138,N9029F,DFW,07:55,07:59,4
AA,07-06-2023,2988,N9004F,CLT,06:50,10:00,190
AA,07-06-2024,569,N575UW,DFW,16:35,16:49,14
AA,07-06-2024,774,N756US,CLT,05:20,06:57,97
AA,07-07-2022,2591,N713UW,CLT,12:55,12:51,-4
AA,07-07-2023,364,N836AW,CLT,14:41,14:43,2
AA,07-07-2023,774,N9013A,CLT,05:20,05:14,-6
AA,07-07-2023,884,N664AW,DFW,16:35,19:27,172
AA,07-07-2023,1402,N9011P,CLT,18:00,18:03,3
AA,07-07-2023,2138,N8027D,DFW,07:55,07:51,-4
AA,07-07-2023,2988,N9023N,CLT,06:50,06:53,3
AA,07-07-2024,569,N103US,DFW,16:37,17:02,25
AA,07-07-2024,774,N709UW,CLT,05:20,05:30,10
AA,07-07-2024,2199,N747UW,CLT,22:20,22:46,26
AA,07-08-2022,2591,N723UW,CLT,12:55,13:05,10
AA,07-08-2023,364,N128UW,CLT,14:34,14:46,12
AA,07-08-2023,774,N8030F,CLT,05:10,05:04,-6
AA,07-08-2023,884,N747UW,DFW,16:32,16:36,4
AA,07-08-2023,2138,N833AW,DFW,07:50,07:49,-1
AA,07-08-2023,2988,N9011P,CLT,06:50,06:42,-8
AA,07-08-2024,569,N653AW,DFW,16:37,16:50,13
AA,07-08-2024,774,N708UW,CLT,05:20,05:16,-4
AA,07-09-2022,764,N808AW,CLT,14:30,15:11,41
AA,07-09-2023,364,N705UW,CLT,14:41,14:48,7
AA,07-09-2023,774,N93003,CLT,05:20,05:14,-6
AA,07-09-2023,884,N710UW,DFW,16:32,19:10,158
AA,07-09-2023,1402,N9015D,CLT,18:00,18:06,6
AA,07-09-2023,2138,N9011P,DFW,07:55,07:57,2
AA,07-09-2023,2988,N4005X,CLT,06:50,06:50,0
AA,07-09-2024,569,N510UW,DFW,16:37,11:27,1130
AA,07-09-2024,774,N723UW,CLT,05:20,05:20,0
AA,07-10-2022,2591,N753US,CLT,12:55,13:32,37
AA,07-10-2023,364,N770UW,CLT,14:41,14:42,1
AA,07-10-2023,774,N9026C,CLT,05:20,05:21,1
AA,07-10-2023,884,N125UW,DFW,16:35,16:41,6
AA,07-10-2023,1402,N5007E,CLT,18:00,18:02,2
AA,07-10-2023,2138,N9015D,DFW,07:55,07:55,0
AA,07-10-2023,2988,N4005X,CLT,06:50,06:49,-1
AA,07-10-2024,569,N647AW,DFW,16:37,18:25,108
AA,07-10-2024,774,N177XF,CLT,05:20,05:12,-8
AA,07-11-2022,2591,N741UW,CLT,12:55,13:29,34
AA,07-11-2023,364,N105UW,CLT,14:41,14:49,8
AA,07-11-2023,774,N4005X,CLT,05:20,05:14,-6
AA,07-11-2023,884,N806AW,DFW,16:32,16:41,9
AA,07-11-2023,1402,N775XF,CLT,18:00,17:52,-8
AA,07-11-2023,2138,N125UW,DFW,07:50,08:06,16
AA,07-11-2023,2988,N5007E,CLT,06:50,06:48,-2
AA,07-11-2024,569,N601AW,DFW,16:37,16:33,-4
AA,07-11-2024,774,N810AW,CLT,05:20,05:14,-6
AA,07-12-2022,764,N732US,CLT,14:30,14:23,-7
AA,07-12-2023,364,N813AW,CLT,14:41,14:44,3
AA,07-12-2023,774,N105UW,CLT,05:20,05:10,-10
AA,07-12-2023,884,N657AW,DFW,16:35,16:38,3
AA,07-12-2023,1402,N9008U,CLT,18:00,17:51,-9
AA,07-12-2023,2138,N9012,DFW,07:55,07:53,-2
AA,07-12-2023,2988,N9011P,CLT,06:50,06:44,-6
AA,07-12-2024,569,N661AW,DFW,16:37,16:42,5
AA,07-12-2024,774,N840AW,CLT,05:20,05:14,-6
AA,07/13/2022,764,N755US,CLT,14:30,14:25,-5
AA,07/13/2023,364,N705UW,CLT,14:41,20:14,333
AA,07/13/2023,774,N4032T,CLT,05:20,05:16,-4
AA,07/13/2023,884,N663AW,DFW,16:35,17:27,52
AA,07/13/2023,1402,N9010R,CLT,18:00,18:21,21
AA,07/13/2023,2138,N9011P,DFW,07:55,08:05,10
AA,07/13/2023,2988,N8030F,CLT,06:50,08:43,113
AA,07/13/2024,569,N576UW,DFW,16:35,16:36,1
AA,07/13/2024,774,N723UW,CLT,05:20,06:06,46
AA,07/14/2022,2591,N704US,CLT,12:55,12:52,-3
AA,07/14/2023,364,N9022G,CLT,14:41,14:35,-6
AA,07/14/2023,774,N9016,CLT,05:20,05:19,-1
AA,07/14/2023,884,N103US,DFW,16:35,16:41,6
AA,07/14/2023,1402,N767UW,CLT,18:00,18:25,25
AA,07/14/2023,2138,N9021H,DFW,07:55,07:54,-1
AA,07/14/2023,2988,N9022G,CLT,06:50,06:53,3
AA,07/14/2024,569,N111US,DFW,16:37,18:15,98
AA,07/14/2024,774,N840AW,CLT,05:20,09:24,244
AA,07/15/2022,2591,N704US,CLT,12:55,12:52,-3
AA,07/15/2023,364,N124US,CLT,14:34,14:52,18
AA,07/15/2023,774,N9022G,CLT,05:10,05:17,7
AA,07/15/2023,884,N771XF,DFW,16:32,16:32,0
AA,07/15/2023,2138,N704US,DFW,07:50,07:50,0
AA,07/15/2023,2988,N9016,CLT,06:50,06:48,-2
AA,07/15/2024,569,N663AW,DFW,16:37,17:20,43
AA,07/15/2024,774,N713UW,CLT,05:20,05:16,-4
AA,07/16/2022,764,N766US,CLT,14:30,00:00,0
AA,07/16/2023,364,N830AW,CLT,14:41,14:46,5
AA,07/16/2023,774,N9010R,CLT,05:20,05:16,-4
AA,07/16/2023,884,N177XF,DFW,16:32,19:30,178
AA,07/16/2023,1402,N9022G,CLT,18:00,18:19,19
AA,07/16/2023,2138,N763US,DFW,07:55,08:05,10
AA,07/16/2023,2988,N70020,CLT,06:50,07:07,17
AA,07/16/2024,569,N649AW,DFW,16:37,16:42,5
AA,07/16/2024,774,N724UW,CLT,05:20,05:32,12
AA,07/17/2022,2591,N752US,CLT,12:55,14:02,67
AA,07/17/2023,364,N753US,CLT,14:41,14:53,12
AA,07/17/2023,774,N9023N,CLT,05:20,07:07,107
AA,07/17/2023,884,N122US,DFW,16:35,16:53,18
AA,07/17/2023,1402,N710UW,CLT,18:00,18:43,43
AA,07/17/2023,2138,N9022G,DFW,07:55,08:16,21
AA,07/17/2023,2988,N9016,CLT,06:50,07:12,22
AA,07/17/2024,569,N657AW,DFW,16:37,16:54,17
AA,07/17/2024,774,N764US,CLT,05:20,05:17,-3
AA,07/18/2022,2591,N716UW,CLT,12:55,13:20,25
AA,07/18/2023,364,N126UW,CLT,14:41,15:00,19
AA,07/18/2023,774,N5007E,CLT,05:20,05:14,-6
AA,07/18/2023,884,N3014R,DFW,16:32,16:31,-1
AA,07/18/2023,1402,N840AW,CLT,18:00,18:24,24
AA,07/18/2023,2138,N839AW,DFW,07:50,07:49,-1
AA,07/18/2023,2988,N9021H,CLT,06:50,06:55,5
AA,07/18/2024,569,N117UW,DFW,16:37,00:00,0
AA,07/18/2024,774,N750UW,CLT,05:20,05:16,-4
AA,07/19/2022,764,N9015D,CLT,14:30,14:25,-5
AA,07/19/2023,364,N710UW,CLT,14:41,14:36,-5
AA,07/19/2023,774,N9002U,CLT,05:20,05:21,1
AA,07/19/2023,884,N9015D,DFW,16:35,09:53,1038
AA,07/19/2023,1402,N9002U,CLT,18:00,17:49,-11
AA,07/19/2023,2138,N9023N,DFW,07:55,07:53,-2
AA,07/19/2023,2988,N9022G,CLT,06:50,06:46,-4
AA,07/19/2024,569,N110UW,DFW,16:37,19:29,172
AA,07/19/2024,774,N807AW,CLT,05:20,00:00,0
AA,07/20/2022,764,N751UW,CLT,14:30,14:24,-6
AA,07/20/2023,364,N732US,CLT,14:41,14:49,8
AA,07/20/2023,774,N9010R,CLT,05:20,05:16,-4
AA,07/20/2023,884,N117UW,DFW,16:35,16:58,23
AA,07/20/2023,1402,N9002U,CLT,18:00,18:03,3
AA,07/20/2023,2138,N8009T,DFW,07:55,08:01,6
AA,07/20/2023,2988,N70020,CLT,06:50,06:45,-5
AA,07/20/2024,569,N519UW,DFW,16:35,17:13,38
AA,07/20/2024,774,N748UW,CLT,05:20,05:50,30
AA,07/21/2022,2591,N744P,CLT,12:55,12:53,-2
AA,07/21/2023,364,N9022G,CLT,14:41,22:14,453
AA,07/21/2023,774,N9004F,CLT,05:20,05:15,-5
AA,07/21/2023,884,N128UW,DFW,16:35,19:24,169
AA,07/21/2023,1402,N126UW,CLT,18:00,21:35,215
AA,07/21/2023,2138,N9002U,DFW,07:55,07:57,2
AA,07/21/2023,2988,N9015D,CLT,06:50,09:30,160
AA,07/21/2024,569,N668AW,DFW,16:37,21:40,303
AA,07/21/2024,774,N817AW,CLT,05:20,05:19,-1
AA,07/22/2022,2591,N705UW,CLT,12:55,12:49,-6
AA,07/22/2023,364,N651AW,CLT,14:34,15:24,50
AA,07/22/2023,774,N9016,CLT,05:10,00:00,0
AA,07/22/2023,884,N809AW,DFW,16:32,16:41,9
AA,07/22/2023,2138,N815AW,DFW,07:50,07:51,1
AA,07/22/2023,2988,N4032T,CLT,06:50,08:58,128
AA,07/22/2024,569,N122US,DFW,16:37,17:17,40
AA,07/22/2024,774,N773XF,CLT,05:20,05:43,23
AA,07/23/2022,764,N807AW,CLT,14:30,14:25,-5
AA,07/23/2023,364,N751UW,CLT,14:41,14:39,-2
AA,07/23/2023,774,N9006,CLT,05:20,05:27,7
AA,07/23/2023,884,N704US,DFW,16:32,19:55,203
AA,07/23/2023,1402,N9021H,CLT,18:00,20:35,155
AA,07/23/2023,2138,N9004F,DFW,07:55,07:58,3
AA,07/23/2023,2988,N9019F,CLT,06:50,07:03,13
AA,07/23/2024,569,N663AW,DFW,16:37,19:23,166
AA,07/23/2024,774,N816AW,CLT,05:20,05:15,-5
AA,07/24/2022,2591,N722US,CLT,12:55,13:01,6
AA,07/24/2023,364,N814AW,CLT,14:41,14:38,-3
AA,07/24/2023,774,N9022G,CLT,05:20,06:43,83
AA,07/24/2023,884,N660AW,DFW,16:35,16:41,6
AA,07/24/2023,1402,N9023N,CLT,18:00,18:05,5
AA,07/24/2023,2138,N5007E,DFW,07:55,08:26,31
AA,07/24/2023,2988,N9006,CLT,06:50,00:00,0
AA,07/24/2024,569,N647AW,DFW,16:37,17:21,44
AA,07/24/2024,774,N825AW,CLT,05:20,06:01,41
AA,07/25/2022,2591,N703UW,CLT,12:55,13:14,19
AA,07/25/2023,364,N105UW,CLT,14:41,14:37,-4
AA,07/25/2023,774,N9012,CLT,05:20,05:18,-2
AA,07/25/2023,884,N825AW,DFW,16:32,16:37,5
AA,07/25/2023,1402,N774XF,CLT,18:00,17:57,-3
AA,07/25/2023,2138,N828AW,DFW,07:50,08:00,10
AA,07/25/2023,2988,N9023N,CLT,06:50,06:48,-2
AA,07/25/2024,569,N659AW,DFW,16:37,16:41,4
AA,07/25/2024,774,N819AW,CLT,05:20,05:20,0
AA,07/26/2022,764,N737US,CLT,14:30,14:29,-1
AA,07/26/2023,364,N650AW,CLT,14:41,15:21,40
AA,07/26/2023,774,N669AW,CLT,05:20,05:12,-8
AA,07/26/2023,884,N679AW,DFW,16:35,17:07,32
AA,07/26/2023,1402,N9018E,CLT,18:00,17:56,-4
AA,07/26/2023,2138,N9017P,DFW,07:55,07:56,1
AA,07/26/2023,2988,N4005X,CLT,06:50,06:46,-4
AA,07/26/2024,569,N653AW,DFW,16:37,18:41,124
AA,07/26/2024,774,N818AW,CLT,05:20,05:19,-1
AA,07/27/2022,764,N713UW,CLT,14:30,14:24,-6
AA,07/27/2023,364,N818AW,CLT,14:41,14:45,4
AA,07/27/2023,774,N9016,CLT,05:20,05:12,-8
AA,07/27/2023,884,N127UW,DFW,16:35,16:37,2
AA,07/27/2023,1402,N4005X,CLT,18:00,18:00,0
AA,07/27/2023,2138,N9004F,DFW,07:55,07:54,-1
AA,07/27/2023,2988,N8030F,CLT,06:50,06:48,-2
AA,07/27/2024,569,N934AA,DFW,16:35,16:59,24
AA,07/27/2024,774,N813AW,CLT,05:20,05:49,29
AA,07/28/2022,2591,N177XF,CLT,12:55,13:24,29
AA,07/28/2023,364,N764US,CLT,14:41,16:05,84
AA,07/28/2023,774,N90024,CLT,05:20,05:13,-7
AA,07/28/2023,884,N125UW,DFW,16:35,16:31,-4
AA,07/28/2023,1402,N3014R,CLT,18:00,18:36,36
AA,07/28/2023,2138,N4005X,DFW,07:55,08:06,11
AA,07/28/2023,2988,N9017P,CLT,06:50,06:48,-2
AA,07/28/2024,569,N604AW,DFW,16:37,17:35,58
AA,07/28/2024,774,N741UW,CLT,05:20,05:19,-1
AA,07/29/2022,2591,N716UW,CLT,12:55,12:53,-2
AA,07/29/2023,364,N127UW,CLT,14:34,14:31,-3
AA,07/29/2023,774,N700UW,CLT,05:10,12:42,452
AA,07/29/2023,884,N770UW,DFW,16:32,17:30,58
AA,07/29/2023,2138,N774XF,DFW,07:50,07:47,-3
AA,07/29/2023,2988,N3014R,CLT,06:50,06:44,-6
AA,07/29/2024,569,N654AW,DFW,16:37,16:47,10
AA,07/29/2024,774,N751UW,CLT,05:20,00:00,0
AA,07/30/2022,764,N722US,CLT,14:30,14:22,-8
AA,07/30/2023,364,N700UW,CLT,14:41,14:35,-6
AA,07/30/2023,774,N9025B,CLT,05:20,08:05,165
AA,07/30/2023,884,N774XF,DFW,16:32,19:51,199
AA,07/30/2023,1402,N9008U,CLT,18:00,18:41,41
AA,07/30/2023,2138,N9016,DFW,07:55,08:10,15
AA,07/30/2023,2988,N12028,CLT,06:50,00:00,0
AA,07/30/2024,569,N667AW,DFW,16:37,17:43,66
AA,07/30/2024,774,N764US,CLT,05:20,05:11,-9
AA,07/31/2022,2591,N9021H,CLT,12:55,13:20,25
AA,07/31/2023,364,N745VJ,CLT,14:41,14:39,-2
AA,07/31/2023,774,N9002U,CLT,05:20,06:40,80
AA,07/31/2023,884,N111US,DFW,16:35,16:48,13
AA,07/31/2023,1402,N70020,CLT,18:00,17:56,-4
AA,07/31/2023,2138,N9008U,DFW,07:55,09:11,76
AA,07/31/2023,2988,N9012,CLT,06:50,07:35,45
AA,07/31/2024,569,N110UW,DFW,16:37,16:45,8
AA,07/31/2024,774,N778XF,CLT,05:20,00:00,0
AA,08-01-2022,2591,N738US,CLT,12:55,12:55,0
AA,08-01-2023,364,N650AW,CLT,14:41,14:37,-4
AA,08-01-2023,774,N9017P,CLT,05:20,05:16,-4
AA,08-01-2023,884,N826AW,DFW,16:32,16:32,0
AA,08-01-2023,1402,N745VJ,CLT,18:00,17:55,-5
AA,08-01-2023,2138,N837AW,DFW,07:50,07:49,-1
AA,08-01-2023,2988,N70020,CLT,06:50,06:49,-1
AA,08-01-2024,569,N650AW,DFW,16:37,17:02,25
AA,08-01-2024,774,N764US,CLT,05:20,05:39,19
AA,08-02-2022,764,N816AW,CLT,14:30,14:27,-3
AA,08-02-2023,364,N835AW,CLT,14:41,14:38,-3
AA,08-02-2023,774,N832AW,CLT,05:20,05:23,3
AA,08-02-2023,884,N128UW,DFW,16:35,16:37,2
AA,08-02-2023,1402,N8027D,CLT,18:00,17:56,-4
AA,08-02-2023,2138,N4005X,DFW,07:55,07:52,-3
AA,08-02-2023,2988,N9002U,CLT,06:50,06:45,-5
AA,08-02-2024,569,N668AW,DFW,16:37,16:47,10
AA,08-02-2024,774,N177XF,CLT,05:20,05:19,-1
AA,08-03-2022,764,N738US,CLT,14:30,14:28,-2
AA,08-03-2023,364,N123UW,CLT,14:41,15:00,19
AA,08-03-2023,774,N831AW,CLT,05:20,05:08,-12
AA,08-03-2023,884,N104UW,DFW,16:35,16:36,1
AA,08-03-2023,1402,N9008U,CLT,18:00,18:16,16
AA,08-03-2023,2138,N9006,DFW,07:55,07:53,-2
AA,08-03-2023,2988,N9018E,CLT,06:50,06:43,-7
AA,08-03-2024,569,N988AL,DFW,16:35,18:19,104
AA,08-03-2024,774,N748UW,CLT,05:20,05:18,-2
AA,08-04-2022,2591,N809AW,CLT,12:55,12:53,-2
AA,08-04-2023,364,N752US,CLT,14:24,14:25,1
AA,08-04-2023,774,N9008U,CLT,05:20,05:14,-6
AA,08-04-2023,884,N123UW,DFW,16:36,16:45,9
AA,08-04-2023,1402,N9025B,CLT,17:57,19:07,70
AA,08-04-2023,1597,N128UW,DFW,07:55,08:18,23
AA,08-04-2023,2988,N9013A,CLT,06:50,06:46,-4
AA,08-04-2024,569,N924US,DFW,16:37,00:00,0
AA,08-04-2024,774,N767UW,CLT,05:20,00:00,0
AA,08-05-2022,2591,N741UW,CLT,12:55,12:50,-5
AA,08-05-2023,364,N114UW,CLT,14:39,14:41,2
AA,08-05-2023,774,N741UW,CLT,05:10,05:05,-5
AA,08-05-2023,884,N721UW,DFW,16:35,16:40,5
AA,08-05-2023,1597,N9004F,DFW,07:55,07:47,-8
AA,08-05-2023,2988,N9018E,CLT,06:50,06:50,0
AA,08-05-2024,569,N601AW,DFW,16:37,17:36,59
AA,08-05-2024,774,N749US,CLT,05:20,00:00,0
AA,08-06-2022,764,N711UW,CLT,14:30,14:33,3
AA,08-06-2023,364,N704US,CLT,14:24,17:50,206
AA,08-06-2023,774,N70020,CLT,05:20,05:20,0
AA,08-06-2023,884,N653AW,DFW,16:36,18:16,100
AA,08-06-2023,1402,N9025B,CLT,17:57,20:54,177
AA,08-06-2023,2988,N9008U,CLT,06:50,06:50,0
AA,08-06-2024,569,N103US,DFW,16:34,11:31,1137
AA,08-06-2024,774,N770UW,CLT,05:18,05:23,5
AA,08-06-2024,1001,N767UW,CLT,19:43,19:38,-5
AA,08-07-2022,2591,N714US,CLT,12:35,12:44,9
AA,08-07-2023,364,N9018E,CLT,14:24,14:25,1
AA,08-07-2023,774,N9012,CLT,05:20,05:22,2
AA,08-07-2023,884,N656AW,DFW,16:36,18:28,112
AA,08-07-2023,1402,N9018E,CLT,17:57,19:49,112
AA,08-07-2023,1597,N9025B,DFW,07:55,07:59,4
AA,08-07-2023,2988,N70020,CLT,06:50,07:59,69
AA,08-07-2024,569,N117UW,DFW,16:34,16:34,0
AA,08-07-2024,1001,N711UW,CLT,19:43,19:39,-4
AA,08-08-2022,2591,N825AW,CLT,12:55,00:00,0
AA,08-08-2023,364,N818AW,CLT,14:24,14:56,32
AA,08-08-2023,774,N832AW,CLT,05:20,05:24,4
AA,08-08-2023,884,N9026C,DFW,16:36,20:21,225
AA,08-08-2023,1402,N9008U,CLT,17:57,18:22,25
AA,08-08-2023,1597,N90024,DFW,07:55,07:51,-4
AA,08-08-2023,2988,N9018E,CLT,06:50,06:55,5
AA,08-08-2024,569,N667AW,DFW,16:34,00:00,0
AA,08-08-2024,1001,N123UW,CLT,19:43,21:04,81
AA,08-09-2022,2591,N768US,CLT,12:55,12:52,-3
AA,08-09-2023,364,N9006,CLT,14:24,15:36,72
AA,08-09-2023,774,N9006,CLT,05:20,05:12,-8
AA,08-09-2023,884,N109UW,DFW,16:36,17:16,40
AA,08-09-2023,1402,N823AW,CLT,17:57,18:02,5
AA,08-09-2023,1597,N8031M,DFW,07:55,07:53,-2
AA,08-09-2023,2988,N9010R,CLT,06:50,07:00,10
AA,08-09-2024,569,N656AW,DFW,16:34,17:48,74
AA,08-09-2024,1001,N748UW,CLT,19:43,19:46,3
AA,08-10-2022,2591,N744P,CLT,12:55,12:55,0
AA,08-10-2023,364,N817AW,CLT,14:24,15:53,89
AA,08-10-2023,774,N9004F,CLT,05:20,05:12,-8
AA,08-10-2023,884,N654AW,DFW,16:36,17:24,48
AA,08-10-2023,1402,N9019F,CLT,17:57,18:25,28
AA,08-10-2023,1597,N9006,DFW,07:55,08:25,30
AA,08-10-2023,2988,N4005X,CLT,06:50,20:15,805
AA,08-10-2024,569,N664AW,DFW,16:34,16:41,7
AA,08-10-2024,1001,N839AW,CLT,19:43,19:33,-10
AA,08-11-2022,2591,N832AW,CLT,12:55,12:55,0
AA,08-11-2023,364,N738US,CLT,14:24,14:23,-1
AA,08-11-2023,774,N9029F,CLT,05:20,05:09,-11
AA,08-11-2023,884,N9026C,DFW,16:36,20:42,246
AA,08-11-2023,1402,N9017P,CLT,17:57,19:05,68
AA,08-11-2023,1597,N9025B,DFW,07:55,07:54,-1
AA,08-11-2023,2988,N9016,CLT,06:50,06:46,-4
AA,08-11-2024,569,N655AW,DFW,16:34,17:32,58
AA,08-11-2024,1001,N776XF,CLT,19:43,19:43,0
AA,08-12-2022,2591,N717UW,CLT,12:55,12:54,-1
AA,08-12-2023,364,N114UW,CLT,14:39,14:39,0
AA,08-12-2023,774,N804AW,CLT,05:10,05:01,-9
AA,08-12-2023,884,N836AW,DFW,16:35,16:45,10
AA,08-12-2023,1597,N9004F,DFW,07:55,07:54,-1
AA,08-12-2023,2988,N8031M,CLT,06:50,07:15,25
AA,08-12-2024,569,N102UW,DFW,16:34,16:41,7
AA,08-12-2024,1001,N764US,CLT,19:43,19:51,8
AA,08/13/2022,764,N737US,CLT,14:30,16:15,105
AA,08/13/2023,364,N817AW,CLT,14:24,15:33,69
AA,08/13/2023,774,N9006,CLT,05:20,00:00,0
AA,08/13/2023,884,N679AW,DFW,16:36,16:35,-1
